target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,0.5,45,10.0,2.5,3140000000000000000000,222200000000000,17.0
gold,4.0,2280,47.466,2.659,260000000000000000000,20820000000000,14.4
gold,1.0,500,144.099,2.52,4006000000000000000000,288200000000000,54.2
gold,1.0,500,95.013,2.531,2618000000000000000000,190000000000000,59.6
gold,4.0,475,95.337,4.317,951000000000000000000,200700000000000,45.6
gold,4.0,4568,63.261,4.424,62480000000000000000,13850000000000,16.5
plastic,0.738,30,2.397,3.3,647800000000000000000,79900000000000,3.9
plastic,0.753,463,2.342,3.3,41010000000000000000,5057000000000,4.8
plastic,0.869,279,2.342,3.3,68060000000000000000,8394000000000,6.8
plastic,0.524,30,2.423,3.3,654800000000000000000,80750000000000,5.5
plastic,0.553,30,2.423,3.3,654800000000000000000,80760000000000,7.8
plastic,0.28,30,2.291,3.3,619200000000000000000,76370000000000,5.5
plastic,0.288,30,2.3,3.3,621800000000000000000,76680000000000,6.0
plastic,0.765,30,2.419,3.3,653800000000000000000,80640000000000,6.8
plastic,0.685,30,2.419,3.3,653900000000000000000,80650000000000,4.3
plastic,0.41,30,2.332,3.3,630400000000000000000,77750000000000,5.5
plastic,0.259,30,2.318,3.3,626500000000000000000,77260000000000,3.8
plastic,0.605,30,2.352,3.3,635800000000000000000,78410000000000,4.8
plastic,0.622,30,2.353,3.3,635800000000000000000,78420000000000,6.2
plastic,0.53,279,1.548,3.3,44970000000000000000,5547000000000,4.3
plastic,0.603,30,2.403,3.3,649500000000000000000,80100000000000,5.5
plastic,0.641,279,2.361,3.3,68630000000000000000,8464000000000,5.5
plastic,0.86,30,2.433,3.3,657500000000000000000,81090000000000,6.8
plastic,0.866,80,2.368,3.3,240000000000000000000,29600000000000,5.5
plastic,0.131,30,2.3,3.3,621600000000000000000,76660000000000,5.5
plastic,0.695,30,2.433,3.3,657500000000000000000,81080000000000,6.2
plastic,0.262,30,2.326,3.3,628600000000000000000,77520000000000,3.8
plastic,0.834,463,2.328,3.3,40770000000000000000,5028000000000,4.8
plastic,0.546,30,2.344,3.3,633600000000000000000,78150000000000,4.5
plastic,0.51,187,1.538,3.3,66670000000000000000,8223000000000,4.0
plastic,0.654,279,1.604,3.3,46600000000000000000,5748000000000,4.3
plastic,0.6,279,1.577,3.3,45830000000000000000,5652000000000,4.5
plastic,0.784,30,2.388,3.3,645400000000000000000,79590000000000,6.0
plastic,0.569,30,2.4,3.3,648600000000000000000,79990000000000,3.7
plastic,0.467,80,1.562,3.3,158300000000000000000,19520000000000,4.0
plastic,0.552,463,2.423,3.3,42430000000000000000,5233000000000,3.8
plastic,0.443,30,2.374,3.3,641600000000000000000,79130000000000,6.2
plastic,0.769,30,2.383,3.3,644000000000000000000,79430000000000,6.2
plastic,0.846,30,2.419,3.3,653700000000000000000,80620000000000,6.2
plastic,0.263,30,2.33,3.3,629700000000000000000,77660000000000,3.8
plastic,0.55,30,2.372,3.3,641100000000000000000,79070000000000,6.7
plastic,0.285,30,2.297,3.3,620900000000000000000,76570000000000,4.8
plastic,0.547,80,1.534,3.3,155500000000000000000,19170000000000,4.5
plastic,0.576,30,2.413,3.3,652100000000000000000,80430000000000,3.6
plastic,0.593,30,2.447,3.3,661300000000000000000,81550000000000,6.1
plastic,0.131,30,2.244,3.3,606400000000000000000,74780000000000,5.5
plastic,0.919,279,2.388,3.3,69410000000000000000,8560000000000,6.2
plastic,0.789,30,2.427,3.3,656000000000000000000,80900000000000,6.2
plastic,0.719,279,1.579,3.3,45880000000000000000,5659000000000,4.3
plastic,0.612,30,2.355,3.3,636500000000000000000,78500000000000,6.2
plastic,0.659,463,2.371,3.3,41530000000000000000,5122000000000,6.0
plastic,0.635,279,2.356,3.3,68480000000000000000,8446000000000,3.8
plastic,0.283,30,2.309,3.3,624200000000000000000,76980000000000,4.0
plastic,0.27,30,2.347,3.3,634200000000000000000,78220000000000,4.4
plastic,0.261,30,2.344,3.3,633400000000000000000,78120000000000,5.5
plastic,0.555,30,2.41,3.3,651400000000000000000,80340000000000,4.4
plastic,0.547,30,2.423,3.3,654900000000000000000,80770000000000,5.5
plastic,0.705,279,2.341,3.3,68020000000000000000,8390000000000,5.5
plastic,0.572,30,2.425,3.3,655300000000000000000,80820000000000,6.8
plastic,0.587,30,2.421,3.3,654400000000000000000,80700000000000,6.2
plastic,0.631,30,2.295,3.3,620400000000000000000,76510000000000,6.2
plastic,0.646,30,2.323,3.3,628000000000000000000,77450000000000,6.2
plastic,0.776,30,2.407,3.3,650400000000000000000,80220000000000,6.2
plastic,0.549,30,2.413,3.3,652200000000000000000,80430000000000,4.8
plastic,0.968,30,2.39,3.3,646000000000000000000,79670000000000,6.2
plastic,0.635,187,2.424,3.3,105100000000000000000,12960000000000,7.5
plastic,0.578,279,1.593,3.3,46300000000000000000,5710000000000,4.4
plastic,0.752,30,2.439,3.3,659300000000000000000,81320000000000,4.8
plastic,0.13,30,2.291,3.3,619300000000000000000,76380000000000,3.8
plastic,0.805,463,2.382,3.3,41720000000000000000,5146000000000,4.5
plastic,0.676,187,2.38,3.3,103200000000000000000,12730000000000,4.0
plastic,0.617,463,2.37,3.3,41500000000000000000,5118000000000,4.4
plastic,0.771,279,2.337,3.3,67930000000000000000,8377000000000,4.5
plastic,0.954,279,2.339,3.3,67970000000000000000,8382000000000,6.0
plastic,0.514,30,2.412,3.3,651900000000000000000,80390000000000,3.8
plastic,0.611,30,2.427,3.3,655800000000000000000,80890000000000,6.8
plastic,0.595,30,1.562,3.3,422300000000000000000,52080000000000,6.2
plastic,0.717,30,2.381,3.3,643400000000000000000,79350000000000,6.8
plastic,0.544,30,2.376,3.3,642200000000000000000,79200000000000,6.2
plastic,0.517,30,2.398,3.3,648100000000000000000,79930000000000,4.3
