target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,6.0,45,10.0,2.5,3140000000000000000000,222200000000000,28.0
gold,4.0,4568,113.238,2.709,298300000000000000000,24790000000000,12.7
gold,4.0,2280,86.751,4.164,193700000000000000000,38050000000000,20.4
gold,4.0,4600,22.275,3.202,41700000000000000000,4842000000000,7.2
gold,4.0,475,101.898,2.279,3648000000000000000000,214500000000000,41.5
gold,4.0,2280,47.466,2.659,260000000000000000000,20820000000000,14.4
plastic,0.319,30,2.32,3.3,627000000000000000000,77330000000000,4.3
plastic,0.583,30,2.412,3.3,651900000000000000000,80400000000000,6.3
plastic,0.607,80,2.429,3.3,246200000000000000000,30370000000000,6.8
plastic,0.605,30,2.34,3.3,632500000000000000000,78010000000000,4.0
plastic,0.288,30,2.337,3.3,631700000000000000000,77910000000000,4.5
plastic,0.736,279,2.383,3.3,69250000000000000000,8541000000000,4.8
plastic,0.422,463,2.434,3.3,42630000000000000000,5257000000000,3.6
plastic,0.884,142,2.306,3.3,131600000000000000000,16240000000000,6.2
plastic,0.453,30,2.295,3.3,620400000000000000000,76510000000000,4.0
plastic,0.3,30,2.302,3.3,622200000000000000000,76740000000000,5.5
plastic,0.259,30,2.318,3.3,626500000000000000000,77260000000000,3.8
plastic,0.451,30,2.424,3.3,655100000000000000000,80790000000000,4.4
plastic,0.569,30,2.346,3.3,634000000000000000000,78200000000000,4.3
plastic,0.581,30,2.439,3.3,659300000000000000000,81310000000000,7.0
plastic,0.968,279,2.311,3.3,67150000000000000000,8282000000000,5.5
plastic,0.656,30,2.366,3.3,639600000000000000000,78880000000000,4.8
plastic,0.283,30,2.377,3.3,642400000000000000000,79230000000000,3.8
plastic,0.425,30,2.415,3.3,652700000000000000000,80500000000000,4.8
plastic,1.045,279,2.376,3.3,69050000000000000000,8516000000000,4.5
plastic,0.3,30,2.296,3.3,620600000000000000000,76540000000000,4.0
plastic,0.509,30,2.344,3.3,633500000000000000000,78130000000000,3.4
plastic,0.608,30,2.337,3.3,631500000000000000000,77890000000000,6.0
plastic,0.59,30,2.439,3.3,659300000000000000000,81310000000000,6.8
plastic,0.724,30,2.422,3.3,654600000000000000000,80730000000000,8.0
plastic,0.843,279,2.361,3.3,68610000000000000000,8462000000000,5.5
plastic,0.531,30,2.418,3.3,653600000000000000000,80610000000000,6.0
plastic,0.545,30,2.377,3.3,642500000000000000000,79230000000000,4.0
plastic,0.28,30,2.313,3.3,625200000000000000000,77100000000000,4.4
plastic,0.765,30,2.419,3.3,653800000000000000000,80640000000000,6.8
plastic,0.541,30,2.441,3.3,659800000000000000000,81370000000000,6.2
plastic,0.654,30,2.391,3.3,646200000000000000000,79700000000000,8.0
plastic,0.583,30,2.344,3.3,633500000000000000000,78140000000000,4.5
plastic,0.338,30,2.284,3.3,617200000000000000000,76120000000000,4.0
plastic,0.279,30,2.308,3.3,623900000000000000000,76950000000000,4.8
plastic,0.76,279,2.322,3.3,67480000000000000000,8322000000000,4.5
plastic,0.563,30,2.392,3.3,646500000000000000000,79740000000000,6.8
plastic,0.271,30,2.316,3.3,626000000000000000000,77210000000000,4.4
plastic,0.942,142,2.365,3.3,135000000000000000000,16650000000000,6.2
plastic,0.81,30,2.453,3.3,663100000000000000000,81780000000000,6.2
plastic,0.94,279,2.336,3.3,67890000000000000000,8373000000000,4.8
plastic,0.914,187,2.339,3.3,101400000000000000000,12510000000000,5.5
plastic,0.515,30,2.337,3.3,631600000000000000000,77900000000000,3.8
plastic,1.07,30,2.356,3.3,636700000000000000000,78530000000000,6.2
plastic,0.633,187,2.439,3.3,105800000000000000000,13040000000000,6.8
plastic,0.389,463,2.405,3.3,42120000000000000000,5194000000000,3.8
