target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,5.0,3000,500.0,60.0,4088000000000000000,166700000000000,29.0
gold,4.0,475,118.098,2.53,3429000000000000000000,248600000000000,41.6
gold,4.0,475,25.11,3.342,417900000000000000000,52860000000000,18.2
gold,4.0,3424,53.055,4.442,69350000000000000000,15500000000000,14.8
gold,4.0,1600,92.745,3.975,323900000000000000000,57970000000000,33.7
plastic,0.766,30,2.373,3.3,641300000000000000000,79090000000000,5.5
plastic,0.297,30,2.317,3.3,626200000000000000000,77230000000000,4.4
plastic,0.618,30,2.409,3.3,651000000000000000000,80290000000000,6.2
plastic,0.631,30,2.295,3.3,620400000000000000000,76510000000000,6.2
plastic,0.258,30,2.341,3.3,632800000000000000000,78040000000000,4.8
plastic,0.781,30,2.399,3.3,648300000000000000000,79950000000000,5.5
plastic,0.674,279,2.367,3.3,68780000000000000000,8483000000000,4.8
plastic,0.27,30,2.331,3.3,630100000000000000000,77710000000000,4.5
plastic,0.614,463,2.343,3.3,41040000000000000000,5061000000000,6.2
plastic,0.27,30,2.264,3.3,611800000000000000000,75450000000000,4.0
plastic,0.423,30,2.342,3.3,632900000000000000000,78060000000000,4.0
plastic,0.522,30,2.317,3.3,626200000000000000000,77230000000000,4.8
plastic,0.618,30,2.446,3.3,661000000000000000000,81520000000000,5.5
plastic,0.719,279,2.348,3.3,68230000000000000000,8414000000000,4.5
plastic,0.991,463,2.372,3.3,41540000000000000000,5123000000000,4.5
plastic,0.509,463,2.365,3.3,41410000000000000000,5107000000000,3.8
plastic,0.13,30,2.291,3.3,619300000000000000000,76380000000000,3.8
plastic,0.663,30,2.368,3.3,640100000000000000000,78940000000000,6.8
plastic,0.262,30,2.314,3.3,625500000000000000000,77140000000000,4.8
plastic,0.275,30,2.305,3.3,623000000000000000000,76840000000000,4.4
plastic,0.862,142,2.365,3.3,135100000000000000000,16660000000000,4.0
plastic,0.836,30,2.424,3.3,655200000000000000000,80810000000000,6.2
plastic,0.836,30,2.394,3.3,647200000000000000000,79810000000000,5.5
plastic,0.846,80,2.364,3.3,239600000000000000000,29550000000000,5.0
plastic,0.637,187,2.42,3.3,104900000000000000000,12940000000000,6.8
plastic,0.572,30,2.405,3.3,649900000000000000000,80150000000000,6.8
plastic,0.571,30,2.409,3.3,651200000000000000000,80320000000000,4.8
plastic,0.8,30,2.43,3.3,656800000000000000000,81010000000000,6.8
plastic,0.621,187,2.421,3.3,105000000000000000000,12940000000000,6.2
plastic,0.348,80,2.42,3.3,245200000000000000000,30240000000000,4.0
plastic,0.599,30,2.305,3.3,622900000000000000000,76830000000000,8.0
plastic,0.662,30,2.333,3.3,630500000000000000000,77760000000000,6.2
plastic,0.657,279,2.406,3.3,69910000000000000000,8623000000000,6.2
plastic,0.531,80,2.46,3.3,249400000000000000000,30760000000000,4.4
plastic,0.55,80,2.409,3.3,244200000000000000000,30110000000000,4.4
plastic,0.283,30,2.309,3.3,624200000000000000000,76980000000000,4.0
plastic,0.769,30,2.4,3.3,648700000000000000000,80010000000000,4.0
plastic,0.13,30,2.342,3.3,633100000000000000000,78080000000000,4.8
plastic,0.79,30,2.418,3.3,653400000000000000000,80590000000000,3.6
plastic,0.58,187,2.412,3.3,104600000000000000000,12900000000000,7.0
plastic,0.989,279,2.343,3.3,68080000000000000000,8397000000000,6.2
plastic,0.67,279,2.383,3.3,69260000000000000000,8542000000000,4.8
plastic,0.623,30,2.376,3.3,642300000000000000000,79220000000000,3.8
plastic,0.273,30,2.339,3.3,632200000000000000000,77970000000000,6.2
plastic,0.25,30,2.328,3.3,629300000000000000000,77610000000000,5.5
plastic,0.53,30,2.387,3.3,645000000000000000000,79550000000000,6.1
plastic,0.801,30,2.414,3.3,652400000000000000000,80460000000000,6.8
plastic,0.57,30,2.409,3.3,651100000000000000000,80300000000000,4.3
plastic,0.288,30,2.303,3.3,622500000000000000000,76770000000000,3.8
plastic,0.53,30,2.357,3.3,637000000000000000000,78570000000000,4.8
plastic,0.684,30,2.423,3.3,654800000000000000000,80750000000000,6.8
plastic,0.538,30,2.456,3.3,663800000000000000000,81870000000000,5.4
plastic,0.676,187,2.38,3.3,103200000000000000000,12730000000000,4.0
plastic,0.919,279,2.388,3.3,69410000000000000000,8560000000000,6.2
plastic,0.538,30,2.366,3.3,639600000000000000000,78880000000000,4.0
plastic,0.611,187,2.388,3.3,103500000000000000000,12770000000000,6.8
plastic,0.978,279,2.295,3.3,66700000000000000000,8227000000000,6.2
plastic,0.821,187,2.32,3.3,100600000000000000000,12410000000000,5.0
plastic,0.536,30,2.442,3.3,660000000000000000000,81390000000000,5.5
plastic,0.547,30,2.297,3.3,620800000000000000000,76570000000000,4.5
plastic,0.44,463,2.371,3.3,41530000000000000000,5121000000000,4.4
plastic,0.534,80,2.435,3.3,246800000000000000000,30440000000000,4.3
plastic,0.61,30,2.425,3.3,655400000000000000000,80830000000000,3.4
plastic,0.617,463,2.37,3.3,41500000000000000000,5118000000000,4.4
plastic,0.581,30,2.396,3.3,647500000000000000000,79860000000000,6.2
plastic,0.751,30,2.468,3.3,667200000000000000000,82280000000000,8.0
polystyrene,0.5,500,126.36,5.153,840400000000000000000,252700000000000,59.0
polystyrene,0.3,500,139.32,4.584,1171000000000000000000,278600000000000,67.3
plastic,0.518,279,1.606,3.3,46690000000000000000,5758000000000,3.8
polystyrene,0.3,500,11.34,3.546,159200000000000000000,22680000000000,15.0
