target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
plastic,0.514,30,2.412,3.3,651900000000000000000,80390000000000,3.8
plastic,0.273,30,2.317,3.3,626100000000000000000,77220000000000,3.8
aluminium,5.0,1500,270.0,60.0,4415000000000000000,180000000000000,16.0
polypropylene,0.3,500,155.52,4.168,1581000000000000000000,311000000000000,54.5
plastic,0.268,30,2.323,3.3,627800000000000000000,77430000000000,6.2
plastic,0.802,30,2.448,3.3,661800000000000000000,81610000000000,6.2
plastic,0.547,30,2.423,3.3,654900000000000000000,80770000000000,5.5
gold,4.0,475,54.594,2.395,1769000000000000000000,114900000000000,41.5
plastic,0.919,279,2.347,3.3,68220000000000000000,8414000000000,5.5
plastic,0.735,30,2.392,3.3,646400000000000000000,79720000000000,4.5
plastic,0.86,30,2.433,3.3,657500000000000000000,81090000000000,6.8
plastic,0.296,30,2.329,3.3,629400000000000000000,77630000000000,4.8
plastic,0.588,187,2.415,3.3,104700000000000000000,12910000000000,6.8
plastic,0.526,30,2.366,3.3,639500000000000000000,78870000000000,3.8
plastic,0.769,30,2.383,3.3,644000000000000000000,79430000000000,6.2
plastic,0.617,30,2.452,3.3,662800000000000000000,81740000000000,6.8
plastic,0.635,279,2.356,3.3,68480000000000000000,8446000000000,3.8
plastic,0.557,30,2.36,3.3,637900000000000000000,78670000000000,4.5
plastic,0.66,279,2.324,3.3,67530000000000000000,8328000000000,3.8
polystyrene,0.3,500,112.59,3.354,1768000000000000000000,225200000000000,55.0
plastic,0.723,30,2.363,3.3,638800000000000000000,78780000000000,5.5
plastic,0.586,30,2.37,3.3,640500000000000000000,79000000000000,6.2
plastic,0.64,30,2.369,3.3,640300000000000000000,78970000000000,6.2
plastic,0.789,279,2.37,3.3,68870000000000000000,8494000000000,5.5
plastic,0.684,279,2.34,3.3,68000000000000000000,8386000000000,4.4
