target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,5.0,6000,1000.0,60.0,4088000000000000000,166700000000000,33.0
aluminium,6.0,45,10.0,2.5,3140000000000000000000,222200000000000,28.0
gold,1.1,500,137.214,2.438,4076000000000000000000,274400000000000,70.2
gold,4.0,4568,40.662,2.902,93360000000000000000,8901000000000,16.0
gold,10.0,500,148.068,2.409,4507000000000000000000,296100000000000,30.6
gold,1.0,500,126.603,2.437,3764000000000000000000,253200000000000,40.0
gold,4.0,475,25.11,3.342,417900000000000000000,52860000000000,18.2
gold,4.0,475,101.898,2.279,3648000000000000000000,214500000000000,41.5
gold,4.0,1830,121.338,2.685,812200000000000000000,66300000000000,26.6
gold,4.0,10400,91.935,2.865,95080000000000000000,8840000000000,14.8
gold,4.0,12800,70.47,3.772,34160000000000000000,5505000000000,12.7
gold,4.0,475,27.945,2.915,611500000000000000000,58830000000000,18.2
gold,4.0,3424,53.055,3.193,134200000000000000000,15500000000000,13.2
gold,1.0,500,155.277,2.789,3525000000000000000000,310600000000000,59.6
gold,4.0,475,47.142,3.745,624800000000000000000,99250000000000,8.2
gold,4.0,475,19.521,2.429,615000000000000000000,41100000000000,12.0
plastic,0.566,30,2.427,3.3,656100000000000000000,80910000000000,4.7
plastic,0.578,30,2.436,3.3,658300000000000000000,81190000000000,6.7
plastic,0.281,30,2.333,3.3,630700000000000000000,77780000000000,6.8
plastic,0.715,30,2.391,3.3,646300000000000000000,79710000000000,6.2
plastic,0.5,463,2.386,3.3,41780000000000000000,5153000000000,5.5
plastic,0.784,30,2.345,3.3,633800000000000000000,78160000000000,6.2
plastic,0.779,279,2.349,3.3,68280000000000000000,8421000000000,5.5
plastic,0.593,187,1.552,3.3,67290000000000000000,8299000000000,4.0
plastic,0.641,279,2.361,3.3,68630000000000000000,8464000000000,5.5
plastic,0.286,30,2.297,3.3,620900000000000000000,76580000000000,4.0
plastic,0.277,30,2.316,3.3,626100000000000000000,77210000000000,4.4
plastic,0.591,30,2.34,3.3,632400000000000000000,77990000000000,5.5
plastic,0.595,30,1.562,3.3,422300000000000000000,52080000000000,6.2
plastic,0.633,30,2.332,3.3,630200000000000000000,77720000000000,5.5
plastic,0.579,30,2.398,3.3,648100000000000000000,79930000000000,4.8
plastic,0.804,30,2.414,3.3,652400000000000000000,80460000000000,6.8
plastic,0.634,30,2.378,3.3,642800000000000000000,79280000000000,4.5
plastic,0.522,30,2.317,3.3,626200000000000000000,77230000000000,4.8
plastic,0.685,187,2.414,3.3,104700000000000000000,12910000000000,6.8
plastic,0.914,187,2.339,3.3,101400000000000000000,12510000000000,5.5
plastic,0.788,30,2.403,3.3,649400000000000000000,80090000000000,6.2
plastic,0.76,279,2.353,3.3,68400000000000000000,8435000000000,4.4
plastic,0.54,279,1.543,3.3,44830000000000000000,5530000000000,4.5
plastic,0.55,30,2.419,3.3,653900000000000000000,80640000000000,6.2
plastic,0.514,30,2.412,3.3,651900000000000000000,80390000000000,3.8
plastic,0.67,279,1.54,3.3,44750000000000000000,5519000000000,4.5
plastic,0.554,30,0.302,3.3,81510000000000000000,10050000000000,4.5
plastic,0.739,279,2.346,3.3,68190000000000000000,8410000000000,4.0
plastic,0.667,279,1.533,3.3,44550000000000000000,5494000000000,4.0
plastic,0.627,30,2.399,3.3,648400000000000000000,79970000000000,6.8
plastic,0.509,30,2.344,3.3,633500000000000000000,78130000000000,3.4
plastic,0.269,30,2.325,3.3,628500000000000000000,77510000000000,4.0
plastic,0.736,279,2.383,3.3,69250000000000000000,8541000000000,4.8
plastic,0.702,187,1.525,3.3,66140000000000000000,8157000000000,5.5
plastic,0.649,30,2.383,3.3,644000000000000000000,79420000000000,6.8
plastic,0.592,279,1.552,3.3,45120000000000000000,5564000000000,4.5
plastic,0.256,30,2.322,3.3,627600000000000000000,77410000000000,4.5
plastic,0.555,30,2.331,3.3,629900000000000000000,77690000000000,4.4
plastic,0.576,30,2.413,3.3,652100000000000000000,80430000000000,3.6
plastic,0.749,279,2.342,3.3,68070000000000000000,8395000000000,4.0
plastic,0.275,30,2.407,3.3,650400000000000000000,80220000000000,3.5
plastic,0.718,30,2.417,3.3,653200000000000000000,80570000000000,6.5
plastic,0.561,30,2.399,3.3,648300000000000000000,79960000000000,5.4
plastic,0.475,30,2.423,3.3,654800000000000000000,80760000000000,4.0
plastic,0.774,30,2.415,3.3,652600000000000000000,80480000000000,5.5
plastic,0.578,279,1.593,3.3,46300000000000000000,5710000000000,4.4
plastic,0.591,279,1.56,3.3,45320000000000000000,5590000000000,4.4
plastic,0.425,30,2.415,3.3,652700000000000000000,80500000000000,4.8
plastic,0.297,30,2.317,3.3,626200000000000000000,77230000000000,4.4
plastic,0.928,187,2.355,3.3,102100000000000000000,12600000000000,6.2
plastic,0.545,30,2.448,3.3,661700000000000000000,81610000000000,6.1
plastic,0.265,30,2.262,3.3,611400000000000000000,75410000000000,4.0
plastic,0.559,279,1.584,3.3,46030000000000000000,5677000000000,4.8
plastic,0.771,279,2.337,3.3,67930000000000000000,8377000000000,4.5
plastic,0.862,142,2.365,3.3,135100000000000000000,16660000000000,4.0
plastic,0.818,279,2.285,3.3,66420000000000000000,8191000000000,4.6
plastic,0.534,30,2.344,3.3,633600000000000000000,78140000000000,3.8
plastic,0.299,30,2.382,3.3,643700000000000000000,79390000000000,4.8
plastic,0.64,30,2.406,3.3,650200000000000000000,80200000000000,6.2
plastic,0.588,279,1.602,3.3,46560000000000000000,5742000000000,4.0
plastic,0.257,80,2.362,3.3,239400000000000000000,29520000000000,6.8
plastic,0.629,279,2.351,3.3,68310000000000000000,8425000000000,4.0
plastic,0.99,279,2.35,3.3,68290000000000000000,8422000000000,6.8
plastic,0.272,30,2.248,3.3,607600000000000000000,74930000000000,3.8
plastic,0.654,30,2.391,3.3,646200000000000000000,79700000000000,8.0
plastic,0.28,30,2.304,3.3,622600000000000000000,76790000000000,4.5
plastic,0.489,80,2.408,3.3,244000000000000000000,30090000000000,4.3
plastic,0.591,279,1.581,3.3,45940000000000000000,5666000000000,4.0
plastic,0.717,30,2.381,3.3,643400000000000000000,79350000000000,6.8
plastic,0.281,30,2.328,3.3,629300000000000000000,77610000000000,4.4
plastic,0.28,80,2.443,3.3,247600000000000000000,30540000000000,4.3
plastic,0.278,30,2.295,3.3,620400000000000000000,76510000000000,4.0
plastic,0.585,30,2.441,3.3,659900000000000000000,81380000000000,4.6
plastic,0.528,30,2.344,3.3,633500000000000000000,78130000000000,4.8
plastic,0.587,30,2.421,3.3,654400000000000000000,80700000000000,6.2
plastic,0.79,30,2.418,3.3,653400000000000000000,80590000000000,3.6
plastic,0.689,30,2.345,3.3,633900000000000000000,78180000000000,5.5
plastic,0.246,279,1.546,3.3,44940000000000000000,5543000000000,4.5
plastic,0.817,30,2.397,3.3,648000000000000000000,79920000000000,6.8
plastic,0.793,279,2.3,3.3,66830000000000000000,8242000000000,4.0
plastic,0.618,30,2.446,3.3,661000000000000000000,81520000000000,5.5
plastic,0.899,187,2.375,3.3,103000000000000000000,12700000000000,4.8
plastic,0.672,30,2.291,3.3,619200000000000000000,76360000000000,6.2
plastic,0.45,279,1.523,3.3,44270000000000000000,5460000000000,4.0
plastic,0.659,463,2.371,3.3,41530000000000000000,5122000000000,6.0
plastic,0.566,187,1.54,3.3,66780000000000000000,8236000000000,4.3
plastic,0.531,80,2.46,3.3,249400000000000000000,30760000000000,4.4
plastic,0.13,30,2.336,3.3,631300000000000000000,77860000000000,4.8
plastic,0.257,30,2.333,3.3,630500000000000000000,77760000000000,4.4
plastic,0.587,279,1.533,3.3,44550000000000000000,5495000000000,6.2
plastic,0.515,30,2.408,3.3,650900000000000000000,80280000000000,4.5
plastic,0.609,279,1.534,3.3,44580000000000000000,5498000000000,3.5
plastic,0.557,30,2.322,3.3,627700000000000000000,77410000000000,4.8
plastic,0.562,279,1.577,3.3,45830000000000000000,5652000000000,4.0
plastic,0.581,30,2.396,3.3,647500000000000000000,79860000000000,6.2
plastic,0.749,279,2.296,3.3,66730000000000000000,8230000000000,4.5
plastic,0.52,80,1.535,3.3,155600000000000000000,19190000000000,4.0
plastic,0.735,279,2.324,3.3,67540000000000000000,8330000000000,4.8
plastic,0.936,187,2.354,3.3,102100000000000000000,12590000000000,6.8
plastic,0.602,30,2.376,3.3,642300000000000000000,79210000000000,4.4
plastic,0.499,30,2.382,3.3,643800000000000000000,79400000000000,4.5
plastic,0.629,30,2.327,3.3,628900000000000000000,77570000000000,6.2
plastic,0.724,30,2.422,3.3,654600000000000000000,80730000000000,8.0
plastic,0.535,80,2.403,3.3,243600000000000000000,30040000000000,4.8
plastic,0.603,30,2.352,3.3,635600000000000000000,78390000000000,6.2
plastic,0.583,30,2.412,3.3,651900000000000000000,80400000000000,6.3
plastic,0.517,279,1.541,3.3,44790000000000000000,5525000000000,4.3
plastic,0.53,30,2.387,3.3,645000000000000000000,79550000000000,6.1
plastic,1.041,279,2.318,3.3,67380000000000000000,8310000000000,4.0
plastic,0.29,30,2.273,3.3,614400000000000000000,75770000000000,6.0
plastic,0.779,30,2.353,3.3,635900000000000000000,78430000000000,5.3
plastic,0.554,30,2.364,3.3,638800000000000000000,78780000000000,6.2
plastic,0.278,30,2.318,3.3,626600000000000000000,77280000000000,5.0
plastic,0.482,80,2.403,3.3,243600000000000000000,30040000000000,4.5
plastic,0.548,30,1.572,3.3,424900000000000000000,52410000000000,4.5
plastic,0.805,463,2.382,3.3,41720000000000000000,5146000000000,4.5
plastic,0.287,30,2.312,3.3,624800000000000000000,77060000000000,4.0
plastic,0.802,30,2.41,3.3,651200000000000000000,80320000000000,6.8
plastic,0.251,30,1.552,3.3,419400000000000000000,51730000000000,4.0
plastic,0.557,279,1.549,3.3,45020000000000000000,5553000000000,4.8
plastic,0.545,30,2.363,3.3,638700000000000000000,78770000000000,4.8
plastic,0.279,30,2.335,3.3,631100000000000000000,77840000000000,4.0
plastic,0.264,279,1.553,3.3,45120000000000000000,5565000000000,4.4
plastic,0.453,30,2.295,3.3,620400000000000000000,76510000000000,4.0
plastic,0.814,30,2.459,3.3,664500000000000000000,81950000000000,6.8
plastic,0.542,30,2.349,3.3,634800000000000000000,78300000000000,4.0
plastic,0.535,279,1.565,3.3,45490000000000000000,5610000000000,3.6
plastic,0.565,30,2.305,3.3,623000000000000000000,76840000000000,6.2
plastic,0.27,30,2.322,3.3,627700000000000000000,77410000000000,4.5
plastic,0.28,187,1.537,3.3,66640000000000000000,8218000000000,4.0
plastic,0.595,80,2.428,3.3,246100000000000000000,30350000000000,6.2
plastic,0.257,30,1.519,3.3,410700000000000000000,50650000000000,4.0
plastic,0.825,279,2.368,3.3,68810000000000000000,8486000000000,6.2
plastic,0.295,30,2.299,3.3,621400000000000000000,76640000000000,5.5
plastic,0.477,30,2.364,3.3,639000000000000000000,78810000000000,3.8
plastic,0.537,30,2.427,3.3,656100000000000000000,80910000000000,3.3
plastic,0.706,30,2.343,3.3,633200000000000000000,78090000000000,7.8
plastic,0.733,30,2.421,3.3,654200000000000000000,80690000000000,4.5
plastic,0.917,279,2.327,3.3,67640000000000000000,8342000000000,5.0
plastic,0.87,279,2.341,3.3,68040000000000000000,8392000000000,4.8
plastic,0.764,30,2.401,3.3,648900000000000000000,80030000000000,6.2
plastic,0.427,30,2.341,3.3,632800000000000000000,78040000000000,6.2
plastic,0.565,187,2.431,3.3,105400000000000000000,13000000000000,3.8
plastic,0.547,187,1.547,3.3,67070000000000000000,8271000000000,5.5
plastic,0.264,30,1.525,3.3,412100000000000000000,50830000000000,4.0
plastic,0.499,279,1.525,3.3,44330000000000000000,5467000000000,4.0
plastic,0.63,30,2.314,3.3,625400000000000000000,77130000000000,6.2
plastic,0.784,30,2.388,3.3,645400000000000000000,79590000000000,6.0
plastic,0.555,30,2.384,3.3,644300000000000000000,79460000000000,3.7
plastic,0.776,30,2.385,3.3,644600000000000000000,79490000000000,5.5
plastic,0.633,30,2.353,3.3,636000000000000000000,78440000000000,6.2
plastic,0.533,30,2.434,3.3,657900000000000000000,81140000000000,4.4
plastic,0.256,30,2.294,3.3,620000000000000000000,76460000000000,5.5
