target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,5.0,30,6.0,8.0,275900000000000000000,200000000000000,10.0
gold,4.0,475,90.558,2.222,3410000000000000000000,190600000000000,41.5
gold,4.0,6200,113.805,4.406,83490000000000000000,18360000000000,18.0
plastic,0.289,30,2.358,3.3,637300000000000000000,78600000000000,4.8
plastic,0.871,30,2.405,3.3,650000000000000000000,80160000000000,4.8
plastic,0.588,30,2.42,3.3,654000000000000000000,80650000000000,8.0
plastic,0.28,30,2.346,3.3,634100000000000000000,78200000000000,5.0
plastic,0.524,30,2.427,3.3,656000000000000000000,80910000000000,4.8
plastic,0.27,30,2.372,3.3,641000000000000000000,79050000000000,4.4
plastic,0.562,30,2.448,3.3,661500000000000000000,81580000000000,6.1
plastic,0.677,187,2.413,3.3,104600000000000000000,12900000000000,4.0
plastic,0.344,30,2.317,3.3,626100000000000000000,77220000000000,3.8
plastic,0.957,30,2.335,3.3,631100000000000000000,77840000000000,6.8
plastic,0.657,279,2.406,3.3,69910000000000000000,8623000000000,6.2
plastic,0.879,279,2.359,3.3,68570000000000000000,8456000000000,4.5
plastic,0.282,30,2.348,3.3,634600000000000000000,78270000000000,4.0
plastic,0.919,279,2.388,3.3,69410000000000000000,8560000000000,6.2
plastic,0.761,30,2.411,3.3,651500000000000000000,80350000000000,4.3
plastic,0.529,30,2.413,3.3,652200000000000000000,80440000000000,6.2
plastic,0.686,279,2.373,3.3,68960000000000000000,8505000000000,3.8
plastic,0.634,187,2.402,3.3,104100000000000000000,12840000000000,4.3
plastic,0.709,279,2.312,3.3,67200000000000000000,8288000000000,4.5
plastic,0.273,30,2.317,3.3,626100000000000000000,77220000000000,3.8
plastic,1.003,279,2.355,3.3,68450000000000000000,8442000000000,4.8
plastic,0.531,80,2.46,3.3,249400000000000000000,30760000000000,4.4
plastic,0.41,30,2.332,3.3,630400000000000000000,77750000000000,5.5
plastic,0.846,30,2.419,3.3,653700000000000000000,80620000000000,6.2
plastic,0.76,279,2.322,3.3,67480000000000000000,8322000000000,4.5
plastic,0.793,279,2.3,3.3,66830000000000000000,8242000000000,4.0
plastic,0.131,30,2.244,3.3,606400000000000000000,74780000000000,5.5
plastic,0.795,279,2.374,3.3,69000000000000000000,8509000000000,4.8
plastic,1.054,279,2.297,3.3,66760000000000000000,8233000000000,5.5
plastic,0.453,30,2.295,3.3,620400000000000000000,76510000000000,4.0
plastic,0.915,279,2.361,3.3,68610000000000000000,8461000000000,4.8
plastic,0.635,279,2.356,3.3,68480000000000000000,8446000000000,3.8
plastic,0.854,279,2.33,3.3,67710000000000000000,8351000000000,4.8
plastic,0.489,80,2.408,3.3,244000000000000000000,30090000000000,4.3
plastic,0.525,30,2.35,3.3,635200000000000000000,78340000000000,5.5
plastic,0.601,279,2.428,3.3,70560000000000000000,8702000000000,6.8
plastic,0.28,30,2.304,3.3,622600000000000000000,76790000000000,4.5
plastic,0.261,30,2.344,3.3,633400000000000000000,78120000000000,5.5
plastic,0.677,30,2.313,3.3,625200000000000000000,77110000000000,3.8
plastic,0.536,30,2.423,3.3,654900000000000000000,80770000000000,4.0
plastic,0.646,30,2.374,3.3,641600000000000000000,79120000000000,8.0
plastic,0.832,279,2.329,3.3,67670000000000000000,8346000000000,4.8
plastic,0.756,30,2.335,3.3,631100000000000000000,77840000000000,4.5
polypropylene,0.8,500,146.61,4.406,1334000000000000000000,293200000000000,54.5
polystyrene,1.5,500,157.95,2.59,4159000000000000000000,315900000000000,55.0
plastic,0.534,80,2.435,3.3,246800000000000000000,30440000000000,4.3
plastic,0.549,463,2.336,3.3,40910000000000000000,5045000000000,4.5
