target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,6.0,60,7.0,15.0,45780000000000000000,116700000000000,8.0
aluminium,5.0,30,6.0,8.0,275900000000000000000,200000000000000,10.0
ch,10.0,610,187.0,50.0,10830000000000000000,306600000000000,27.0
copper,50.0,11500,753.0,29.8,6511000000000000000,65480000000000,36.0
cvd,15.0,10000,965.0,40.0,5326000000000000000,96500000000000,36.0
gold,4.0,2280,46.737,2.87,219700000000000000000,20500000000000,17.6
gold,4.0,475,27.945,2.915,611500000000000000000,58830000000000,18.2
gold,4.0,475,97.929,3.385,1588000000000000000000,206200000000000,41.5
gold,4.0,475,110.322,2.428,3479000000000000000000,232300000000000,41.4
gold,4.0,4568,113.238,2.709,298300000000000000000,24790000000000,12.7
gold,4.0,1600,92.745,3.975,323900000000000000000,57970000000000,33.7
gold,4.0,1830,121.338,2.685,812200000000000000000,66300000000000,26.6
gold,4.0,3424,53.055,4.442,69350000000000000000,15500000000000,14.8
gold,4.0,475,102.951,2.652,2720000000000000000000,216700000000000,41.6
gold,4.0,3424,53.055,3.193,134200000000000000000,15500000000000,13.2
gold,4.0,4600,22.275,3.202,41700000000000000000,4842000000000,7.2
plastic,0.633,30,2.353,3.3,636000000000000000000,78440000000000,6.2
plastic,0.739,30,2.374,3.3,641600000000000000000,79120000000000,6.2
plastic,0.807,30,2.441,3.3,659700000000000000000,81360000000000,6.8
plastic,0.674,279,2.367,3.3,68780000000000000000,8483000000000,4.8
plastic,0.257,30,2.333,3.3,630500000000000000000,77760000000000,4.4
plastic,0.769,30,2.4,3.3,648700000000000000000,80010000000000,4.0
plastic,0.784,279,2.367,3.3,68780000000000000000,8483000000000,4.8
plastic,0.591,30,2.34,3.3,632400000000000000000,77990000000000,5.5
plastic,0.791,30,2.443,3.3,660300000000000000000,81440000000000,6.1
plastic,0.323,30,2.331,3.3,630100000000000000000,77710000000000,6.2
plastic,0.99,279,2.35,3.3,68290000000000000000,8422000000000,6.8
plastic,0.584,30,2.429,3.3,656400000000000000000,80960000000000,4.9
plastic,0.602,80,2.362,3.3,239400000000000000000,29530000000000,4.8
plastic,0.534,30,2.299,3.3,621300000000000000000,76630000000000,4.0
plastic,0.566,30,2.43,3.3,656900000000000000000,81010000000000,6.2
plastic,0.917,279,2.327,3.3,67640000000000000000,8342000000000,5.0
plastic,0.605,30,2.352,3.3,635800000000000000000,78410000000000,4.8
plastic,0.677,279,2.355,3.3,68440000000000000000,8440000000000,4.5
plastic,0.27,30,2.324,3.3,628000000000000000000,77450000000000,4.4
plastic,0.606,30,2.389,3.3,645600000000000000000,79620000000000,6.2
plastic,0.534,30,2.344,3.3,633600000000000000000,78140000000000,3.8
plastic,0.257,30,2.312,3.3,624800000000000000000,77050000000000,4.0
plastic,0.58,187,2.412,3.3,104600000000000000000,12900000000000,7.0
plastic,0.261,30,2.344,3.3,633400000000000000000,78120000000000,5.5
plastic,0.297,30,2.317,3.3,626200000000000000000,77230000000000,4.4
plastic,0.695,279,2.362,3.3,68640000000000000000,8466000000000,5.0
plastic,0.296,30,2.329,3.3,629400000000000000000,77630000000000,4.8
plastic,0.583,30,2.344,3.3,633500000000000000000,78140000000000,4.5
plastic,0.749,279,2.296,3.3,66730000000000000000,8230000000000,4.5
plastic,0.542,30,2.349,3.3,634800000000000000000,78300000000000,4.0
plastic,0.299,30,2.347,3.3,634400000000000000000,78250000000000,4.5
plastic,0.738,30,2.397,3.3,647800000000000000000,79900000000000,3.9
plastic,0.806,30,2.43,3.3,656600000000000000000,80980000000000,6.2
plastic,0.278,30,2.295,3.3,620400000000000000000,76510000000000,4.0
plastic,0.587,30,2.44,3.3,659500000000000000000,81340000000000,6.8
plastic,0.599,30,2.374,3.3,641700000000000000000,79140000000000,5.5
plastic,0.94,279,2.349,3.3,68250000000000000000,8418000000000,5.5
plastic,0.703,279,2.296,3.3,66730000000000000000,8230000000000,4.8
plastic,0.739,30,2.369,3.3,640400000000000000000,78980000000000,4.4
plastic,0.783,30,2.422,3.3,654500000000000000000,80720000000000,6.2
plastic,0.283,30,2.377,3.3,642400000000000000000,79230000000000,3.8
plastic,0.58,80,2.396,3.3,242800000000000000000,29950000000000,4.7
plastic,0.67,279,2.383,3.3,69260000000000000000,8542000000000,4.8
plastic,0.674,279,2.359,3.3,68570000000000000000,8457000000000,3.8
plastic,0.968,279,2.311,3.3,67150000000000000000,8282000000000,5.5
plastic,0.273,30,2.317,3.3,626100000000000000000,77220000000000,3.8
plastic,0.86,30,2.433,3.3,657500000000000000000,81090000000000,6.8
plastic,0.506,30,2.355,3.3,636400000000000000000,78490000000000,5.5
