target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
gold,4.0,2280,8.991,2.459,57580000000000000000,3943000000000,8.9
gold,4.0,475,8.91,2.2,342200000000000000000,18760000000000,11.5
gold,4.0,475,19.521,2.429,615000000000000000000,41100000000000,12.0
gold,4.0,3424,53.055,3.193,134200000000000000000,15500000000000,13.2
gold,4.0,4568,40.662,2.902,93360000000000000000,8901000000000,16.0
gold,4.0,4568,63.261,4.424,62480000000000000000,13850000000000,16.5
gold,4.0,475,27.945,2.915,611500000000000000000,58830000000000,18.2
gold,4.0,1830,121.338,2.685,812200000000000000000,66300000000000,26.6
gold,4.0,950,65.367,2.676,848600000000000000000,68810000000000,30.2
gold,4.0,475,112.185,2.863,2545000000000000000000,236200000000000,38.9
gold,4.0,475,97.929,3.385,1588000000000000000000,206200000000000,41.5
gold,4.0,475,95.337,4.317,951000000000000000000,200700000000000,45.6
plastic,0.769,30,2.383,3.3,644000000000000000000,79430000000000,6.2
plastic,0.608,30,2.337,3.3,631500000000000000000,77890000000000,6.0
plastic,0.812,279,2.346,3.3,68190000000000000000,8410000000000,6.0
plastic,0.284,30,2.33,3.3,629800000000000000000,77680000000000,4.8
plastic,0.43,30,2.33,3.3,629700000000000000000,77660000000000,4.2
plastic,0.547,30,2.297,3.3,620800000000000000000,76570000000000,4.5
plastic,0.574,30,2.378,3.3,642600000000000000000,79260000000000,6.5
plastic,0.737,279,2.333,3.3,67790000000000000000,8361000000000,4.4
plastic,0.637,187,2.42,3.3,104900000000000000000,12940000000000,6.8
plastic,0.256,30,2.287,3.3,618100000000000000000,76230000000000,4.8
plastic,0.802,30,2.448,3.3,661800000000000000000,81610000000000,6.2
plastic,0.665,279,2.418,3.3,70270000000000000000,8666000000000,6.2
plastic,0.259,30,2.318,3.3,626500000000000000000,77260000000000,3.8
plastic,0.482,80,2.403,3.3,243600000000000000000,30040000000000,4.5
plastic,0.633,187,2.439,3.3,105800000000000000000,13040000000000,6.8
