target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,6.0,45,10.0,2.5,3140000000000000000000,222200000000000,28.0
gold,4.0,4568,113.238,2.709,298300000000000000000,24790000000000,12.7
gold,4.0,2280,86.751,4.164,193700000000000000000,38050000000000,20.4
gold,4.0,4600,22.275,3.202,41700000000000000000,4842000000000,7.2
gold,4.0,475,101.898,2.279,3648000000000000000000,214500000000000,41.5
gold,4.0,2280,47.466,2.659,260000000000000000000,20820000000000,14.4
plastic,0.319,30,2.32,3.3,627000000000000000000,77330000000000,4.3
plastic,0.547,30,2.453,3.3,663000000000000000000,81770000000000,5.0
plastic,0.826,30,2.382,3.3,643900000000000000000,79410000000000,6.8
plastic,0.605,30,2.34,3.3,632500000000000000000,78010000000000,4.0
plastic,0.27,30,2.322,3.3,627700000000000000000,77410000000000,4.5
plastic,0.603,279,2.329,3.3,67670000000000000000,8346000000000,4.8
plastic,0.752,279,2.387,3.3,69360000000000000000,8554000000000,3.6
plastic,0.639,30,2.353,3.3,636000000000000000000,78440000000000,6.2
plastic,0.27,30,2.264,3.3,611800000000000000000,75450000000000,4.0
plastic,0.764,279,2.323,3.3,67510000000000000000,8326000000000,6.0
plastic,0.264,30,2.312,3.3,624800000000000000000,77060000000000,3.8
plastic,0.565,80,2.41,3.3,244200000000000000000,30120000000000,4.4
plastic,0.569,30,2.346,3.3,634000000000000000000,78200000000000,4.3
plastic,0.643,30,2.461,3.3,665100000000000000000,82030000000000,7.0
plastic,0.583,30,2.412,3.3,651900000000000000000,80400000000000,6.3
plastic,0.605,30,2.352,3.3,635800000000000000000,78410000000000,4.8
plastic,0.563,30,2.345,3.3,633800000000000000000,78170000000000,3.8
plastic,0.561,279,2.375,3.3,69020000000000000000,8513000000000,4.8
plastic,0.991,463,2.372,3.3,41540000000000000000,5123000000000,4.5
plastic,0.286,30,2.297,3.3,620900000000000000000,76580000000000,4.0
plastic,0.509,30,2.344,3.3,633500000000000000000,78130000000000,3.4
plastic,0.839,463,2.355,3.3,41250000000000000000,5087000000000,5.5
plastic,0.587,30,2.44,3.3,659500000000000000000,81340000000000,6.8
plastic,0.751,30,2.468,3.3,667200000000000000000,82280000000000,8.0
plastic,1.011,279,2.339,3.3,67990000000000000000,8385000000000,5.5
plastic,0.776,30,2.385,3.3,644600000000000000000,79490000000000,5.5
plastic,0.545,30,2.377,3.3,642500000000000000000,79230000000000,4.0
plastic,0.27,30,2.311,3.3,624500000000000000000,77020000000000,4.4
plastic,0.767,30,2.378,3.3,642800000000000000000,79280000000000,6.8
plastic,0.783,30,2.425,3.3,655500000000000000000,80850000000000,6.2
plastic,0.724,30,2.422,3.3,654600000000000000000,80730000000000,8.0
plastic,0.519,30,2.35,3.3,635200000000000000000,78340000000000,4.5
plastic,0.256,30,2.301,3.3,622000000000000000000,76710000000000,4.0
plastic,0.269,30,2.348,3.3,634600000000000000000,78260000000000,4.8
plastic,0.678,279,2.346,3.3,68190000000000000000,8410000000000,4.5
plastic,0.788,30,2.403,3.3,649400000000000000000,80090000000000,6.2
plastic,0.268,30,2.305,3.3,623100000000000000000,76840000000000,4.4
plastic,0.884,142,2.306,3.3,131600000000000000000,16240000000000,6.2
plastic,0.793,30,2.405,3.3,650000000000000000000,80170000000000,6.2
plastic,0.825,279,2.364,3.3,68710000000000000000,8474000000000,4.8
plastic,1.063,279,2.358,3.3,68520000000000000000,8451000000000,5.5
plastic,0.526,30,2.366,3.3,639500000000000000000,78870000000000,3.8
plastic,0.257,80,2.362,3.3,239400000000000000000,29520000000000,6.8
plastic,0.625,80,2.461,3.3,249400000000000000000,30760000000000,6.8
plastic,0.332,463,2.402,3.3,42070000000000000000,5188000000000,3.8
