target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,0.5,45,10.0,2.5,3140000000000000000000,222200000000000,17.0
gold,4.0,2280,47.466,2.659,260000000000000000000,20820000000000,14.4
gold,1.0,500,144.099,2.52,4006000000000000000000,288200000000000,54.2
gold,1.0,500,95.013,2.531,2618000000000000000000,190000000000000,59.6
gold,4.0,475,95.337,4.317,951000000000000000000,200700000000000,45.6
gold,4.0,4568,63.261,4.424,62480000000000000000,13850000000000,16.5
plastic,0.634,187,2.402,3.3,104100000000000000000,12840000000000,4.3
plastic,0.991,463,2.372,3.3,41540000000000000000,5123000000000,4.5
plastic,0.288,30,1.515,3.3,409500000000000000000,50510000000000,4.0
plastic,0.296,30,2.338,3.3,632000000000000000000,77940000000000,5.5
plastic,1.025,80,2.366,3.3,239800000000000000000,29580000000000,5.5
plastic,0.574,30,2.349,3.3,634700000000000000000,78280000000000,7.0
plastic,1.051,279,2.289,3.3,66520000000000000000,8204000000000,6.0
plastic,0.57,279,1.55,3.3,45060000000000000000,5557000000000,4.5
plastic,0.276,30,2.352,3.3,635700000000000000000,78400000000000,4.4
plastic,0.283,30,2.328,3.3,629200000000000000000,77600000000000,4.8
plastic,0.635,279,2.356,3.3,68480000000000000000,8446000000000,3.8
plastic,0.809,30,2.413,3.3,652100000000000000000,80420000000000,6.2
plastic,0.27,30,2.311,3.3,624500000000000000000,77020000000000,4.4
plastic,0.552,30,2.371,3.3,640900000000000000000,79040000000000,8.0
plastic,0.617,30,2.452,3.3,662800000000000000000,81740000000000,6.8
plastic,0.833,279,2.373,3.3,68970000000000000000,8507000000000,4.8
plastic,0.595,30,1.566,3.3,423200000000000000000,52200000000000,4.5
plastic,0.283,30,2.309,3.3,624200000000000000000,76980000000000,4.0
plastic,0.519,30,2.35,3.3,635200000000000000000,78340000000000,4.5
plastic,0.41,30,2.332,3.3,630400000000000000000,77750000000000,5.5
plastic,0.565,279,1.562,3.3,45400000000000000000,5599000000000,4.0
plastic,0.518,279,1.606,3.3,46690000000000000000,5758000000000,3.8
plastic,0.653,187,2.385,3.3,103400000000000000000,12750000000000,4.8
plastic,0.646,30,2.458,3.3,664400000000000000000,81940000000000,6.1
plastic,0.684,30,2.336,3.3,631300000000000000000,77850000000000,3.8
plastic,0.545,30,2.355,3.3,636600000000000000000,78510000000000,3.8
plastic,0.432,80,2.394,3.3,242700000000000000000,29930000000000,4.5
plastic,0.966,279,2.344,3.3,68110000000000000000,8400000000000,5.5
plastic,0.719,279,1.579,3.3,45880000000000000000,5659000000000,4.3
plastic,0.536,30,2.423,3.3,654900000000000000000,80770000000000,4.0
plastic,0.763,279,2.362,3.3,68650000000000000000,8466000000000,4.8
plastic,0.76,279,2.322,3.3,67480000000000000000,8322000000000,4.5
plastic,0.271,30,1.49,3.3,402600000000000000000,49660000000000,4.0
plastic,0.642,279,1.566,3.3,45510000000000000000,5612000000000,4.5
plastic,0.601,187,2.445,3.3,106000000000000000000,13070000000000,6.8
plastic,0.595,30,2.415,3.3,652600000000000000000,80490000000000,3.8
plastic,0.86,30,1.483,3.3,400900000000000000000,49440000000000,6.0
plastic,0.281,30,2.297,3.3,620800000000000000000,76570000000000,4.8
plastic,0.775,279,2.343,3.3,68090000000000000000,8397000000000,3.8
plastic,0.937,142,2.321,3.3,132500000000000000000,16340000000000,6.2
plastic,0.674,279,2.359,3.3,68570000000000000000,8457000000000,3.8
plastic,0.544,30,2.376,3.3,642200000000000000000,79200000000000,6.2
plastic,0.647,463,2.408,3.3,42160000000000000000,5200000000000,6.2
plastic,0.509,279,1.55,3.3,45050000000000000000,5557000000000,4.0
plastic,0.662,279,1.545,3.3,44910000000000000000,5538000000000,6.0
plastic,0.555,30,2.41,3.3,651400000000000000000,80340000000000,4.4
plastic,0.261,30,2.344,3.3,633400000000000000000,78120000000000,5.5
plastic,0.86,30,2.433,3.3,657500000000000000000,81090000000000,6.8
plastic,0.267,30,2.299,3.3,621400000000000000000,76640000000000,4.8
plastic,0.762,279,2.371,3.3,68910000000000000000,8498000000000,5.5
plastic,0.538,30,2.373,3.3,641300000000000000000,79100000000000,5.5
plastic,0.821,187,2.32,3.3,100600000000000000000,12410000000000,5.0
plastic,0.525,279,1.538,3.3,44710000000000000000,5514000000000,4.3
plastic,0.646,30,2.323,3.3,628000000000000000000,77450000000000,6.2
plastic,0.709,279,2.312,3.3,67200000000000000000,8288000000000,4.5
plastic,0.611,30,2.427,3.3,655800000000000000000,80890000000000,6.8
plastic,0.553,30,2.341,3.3,632800000000000000000,78050000000000,4.8
plastic,0.282,30,2.348,3.3,634600000000000000000,78270000000000,4.0
plastic,0.266,30,1.517,3.3,409900000000000000000,50550000000000,4.5
plastic,0.857,463,2.369,3.3,41490000000000000000,5117000000000,5.5
plastic,0.57,30,2.361,3.3,638200000000000000000,78720000000000,6.8
plastic,0.66,30,2.381,3.3,643600000000000000000,79370000000000,6.1
plastic,1.004,279,2.329,3.3,67690000000000000000,8348000000000,4.0
plastic,0.28,30,2.313,3.3,625200000000000000000,77100000000000,4.4
plastic,0.588,30,2.332,3.3,630300000000000000000,77730000000000,6.2
plastic,0.265,30,2.345,3.3,633800000000000000000,78170000000000,4.4
plastic,0.275,30,2.326,3.3,628600000000000000000,77520000000000,5.5
plastic,0.253,30,2.348,3.3,634700000000000000000,78270000000000,3.8
plastic,0.605,30,2.34,3.3,632500000000000000000,78010000000000,4.0
plastic,0.691,279,1.582,3.3,45970000000000000000,5669000000000,4.0
plastic,0.283,30,2.332,3.3,630200000000000000000,77730000000000,5.5
plastic,1.056,30,2.303,3.3,622400000000000000000,76760000000000,6.8
plastic,0.29,30,2.307,3.3,623600000000000000000,76910000000000,4.3
plastic,0.58,30,2.312,3.3,624900000000000000000,77080000000000,8.0
