target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,5.0,1500,250.0,60.0,4088000000000000000,166700000000000,13.0
gold,1.1,500,54.27,2.127,2118000000000000000000,108500000000000,30.0
gold,4.0,475,7.128,2.661,187200000000000000000,15010000000000,12.0
plastic,0.615,279,1.577,3.3,45840000000000000000,5654000000000,4.5
plastic,0.765,30,2.419,3.3,653800000000000000000,80640000000000,6.8
plastic,0.522,30,1.583,3.3,427800000000000000000,52760000000000,4.5
plastic,0.491,30,1.528,3.3,413100000000000000000,50950000000000,4.5
plastic,0.547,80,1.534,3.3,155500000000000000000,19170000000000,4.5
plastic,0.915,279,2.361,3.3,68610000000000000000,8461000000000,4.8
plastic,0.716,279,1.556,3.3,45220000000000000000,5577000000000,6.0
plastic,0.28,30,2.291,3.3,619200000000000000000,76370000000000,5.5
plastic,0.544,30,2.396,3.3,647400000000000000000,79850000000000,5.5
plastic,0.389,463,2.405,3.3,42120000000000000000,5194000000000,3.8
plastic,0.657,30,2.316,3.3,625800000000000000000,77180000000000,5.5
plastic,0.274,30,1.529,3.3,413200000000000000000,50960000000000,4.8
plastic,0.682,187,2.398,3.3,104000000000000000000,12820000000000,4.3
plastic,0.288,30,2.303,3.3,622500000000000000000,76770000000000,3.8
plastic,0.128,30,2.29,3.3,619100000000000000000,76350000000000,4.5
plastic,0.563,30,2.345,3.3,633800000000000000000,78170000000000,3.8
plastic,0.626,30,2.385,3.3,644500000000000000000,79480000000000,4.4
plastic,0.826,30,2.382,3.3,643900000000000000000,79410000000000,6.8
plastic,0.535,463,2.433,3.3,42610000000000000000,5256000000000,4.8
plastic,0.509,463,2.365,3.3,41410000000000000000,5107000000000,3.8
plastic,0.599,30,2.305,3.3,622900000000000000000,76830000000000,8.0
plastic,0.611,279,1.569,3.3,45590000000000000000,5622000000000,4.0
plastic,0.702,30,2.412,3.3,651900000000000000000,80400000000000,6.8
plastic,1.011,279,2.339,3.3,67990000000000000000,8385000000000,5.5
plastic,0.756,187,2.328,3.3,101000000000000000000,12450000000000,3.8
plastic,0.263,30,2.33,3.3,629700000000000000000,77660000000000,3.8
plastic,0.494,30,2.369,3.3,640200000000000000000,78960000000000,4.5
plastic,0.578,30,2.306,3.3,623200000000000000000,76860000000000,6.8
plastic,0.769,30,2.383,3.3,644000000000000000000,79430000000000,6.2
plastic,0.94,279,2.349,3.3,68250000000000000000,8418000000000,5.5
plastic,0.27,30,2.331,3.3,630100000000000000000,77710000000000,4.5
plastic,0.968,30,2.39,3.3,646000000000000000000,79670000000000,6.2
plastic,0.56,30,2.371,3.3,640800000000000000000,79030000000000,5.4
plastic,0.749,279,2.365,3.3,68730000000000000000,8477000000000,4.5
plastic,0.684,279,2.34,3.3,68000000000000000000,8386000000000,4.4
plastic,0.779,279,2.329,3.3,67670000000000000000,8346000000000,4.8
plastic,0.735,30,2.392,3.3,646400000000000000000,79720000000000,4.5
plastic,0.67,279,2.383,3.3,69260000000000000000,8542000000000,4.8
plastic,0.853,279,2.309,3.3,67110000000000000000,8277000000000,5.5
plastic,1.012,30,2.384,3.3,644300000000000000000,79470000000000,3.7
plastic,0.723,30,2.326,3.3,628600000000000000000,77520000000000,4.8
plastic,0.764,30,2.424,3.3,655200000000000000000,80810000000000,4.8
plastic,0.569,30,2.346,3.3,634000000000000000000,78200000000000,4.3
plastic,0.269,30,1.513,3.3,408900000000000000000,50430000000000,4.8
polypropylene,0.8,500,146.61,4.406,1334000000000000000000,293200000000000,54.5
polystyrene,0.3,500,174.96,3.103,3210000000000000000000,349900000000000,70.0
plastic,0.57,30,2.409,3.3,651100000000000000000,80300000000000,4.3
