target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,3.0,180,10.9,9.7,56830000000000000000,60560000000000,16.0
gold,4.0,2280,46.737,2.87,219700000000000000000,20500000000000,17.6
gold,4.0,475,97.929,3.385,1588000000000000000000,206200000000000,41.5
gold,1.0,500,155.277,2.215,5589000000000000000000,310600000000000,45.0
gold,4.0,10400,95.742,4.274,44500000000000000000,9206000000000,13.2
plastic,0.602,80,2.362,3.3,239400000000000000000,29530000000000,4.8
plastic,0.686,279,2.373,3.3,68960000000000000000,8505000000000,3.8
plastic,0.581,80,2.395,3.3,242700000000000000000,29940000000000,5.0
plastic,0.745,279,2.353,3.3,68370000000000000000,8433000000000,3.8
plastic,0.58,187,2.412,3.3,104600000000000000000,12900000000000,7.0
plastic,0.891,279,2.336,3.3,67890000000000000000,8373000000000,6.2
plastic,0.744,30,2.417,3.3,653200000000000000000,80560000000000,4.0
plastic,0.779,30,2.42,3.3,653900000000000000000,80650000000000,6.8
plastic,0.886,279,2.351,3.3,68320000000000000000,8426000000000,5.5
plastic,0.784,279,2.367,3.3,68780000000000000000,8483000000000,4.8
plastic,0.298,30,1.513,3.3,408900000000000000000,50420000000000,4.4
plastic,0.289,30,2.358,3.3,637300000000000000000,78600000000000,4.8
plastic,0.432,30,1.548,3.3,418400000000000000000,51600000000000,4.5
plastic,0.637,30,2.385,3.3,644700000000000000000,79510000000000,4.5
plastic,0.578,30,1.586,3.3,428500000000000000000,52850000000000,4.8
plastic,0.494,187,1.531,3.3,66380000000000000000,8187000000000,4.3
plastic,0.256,30,2.287,3.3,618100000000000000000,76230000000000,4.8
plastic,0.646,30,2.374,3.3,641600000000000000000,79120000000000,8.0
plastic,0.0,80,2.393,3.3,242500000000000000000,29910000000000,4.5
plastic,0.586,30,2.357,3.3,637000000000000000000,78570000000000,5.5
plastic,0.571,279,1.54,3.3,44750000000000000000,5519000000000,4.0
plastic,0.7,279,1.577,3.3,45840000000000000000,5653000000000,4.5
plastic,0.567,463,2.372,3.3,41550000000000000000,5124000000000,4.5
plastic,0.283,30,2.336,3.3,631300000000000000000,77860000000000,5.0
plastic,0.825,279,2.364,3.3,68710000000000000000,8474000000000,4.8
plastic,0.288,30,2.319,3.3,626800000000000000000,77300000000000,4.5
plastic,0.516,30,2.364,3.3,639000000000000000000,78810000000000,3.8
plastic,0.552,463,2.423,3.3,42430000000000000000,5233000000000,3.8
plastic,0.632,30,2.316,3.3,626000000000000000000,77200000000000,3.8
plastic,0.684,30,2.423,3.3,654800000000000000000,80750000000000,6.8
plastic,0.627,30,2.396,3.3,647500000000000000000,79860000000000,6.2
plastic,0.264,30,1.553,3.3,419900000000000000000,51780000000000,4.5
plastic,0.789,30,2.427,3.3,656000000000000000000,80900000000000,6.2
plastic,0.737,30,2.429,3.3,656400000000000000000,80960000000000,6.2
plastic,0.607,80,2.429,3.3,246200000000000000000,30370000000000,6.8
plastic,0.795,279,2.374,3.3,69000000000000000000,8509000000000,4.8
plastic,0.881,279,2.332,3.3,67760000000000000000,8357000000000,6.2
plastic,0.67,279,2.312,3.3,67180000000000000000,8286000000000,3.8
plastic,0.836,30,2.424,3.3,655200000000000000000,80810000000000,6.2
plastic,0.781,30,2.399,3.3,648300000000000000000,79950000000000,5.5
plastic,0.617,30,2.371,3.3,640800000000000000000,79030000000000,6.2
plastic,0.82,279,1.514,3.3,44000000000000000000,5426000000000,6.2
plastic,0.538,279,1.527,3.3,44360000000000000000,5471000000000,4.8
plastic,0.74,279,2.361,3.3,68610000000000000000,8461000000000,3.8
plastic,0.595,30,2.404,3.3,649700000000000000000,80130000000000,6.1
plastic,0.756,30,2.335,3.3,631100000000000000000,77840000000000,4.5
plastic,0.583,30,2.344,3.3,633500000000000000000,78140000000000,4.5
plastic,0.576,30,2.398,3.3,648200000000000000000,79940000000000,5.5
plastic,0.622,463,2.374,3.3,41580000000000000000,5128000000000,6.2
plastic,0.796,30,2.468,3.3,666900000000000000000,82250000000000,6.8
plastic,0.27,30,2.347,3.3,634200000000000000000,78220000000000,4.4
plastic,0.794,30,2.399,3.3,648500000000000000000,79980000000000,6.8
plastic,0.595,80,2.42,3.3,245300000000000000000,30250000000000,6.8
plastic,1.08,80,2.33,3.3,236100000000000000000,29120000000000,6.2
plastic,0.446,80,1.543,3.3,156400000000000000000,19290000000000,4.0
plastic,0.639,30,2.353,3.3,636000000000000000000,78440000000000,6.2
plastic,0.835,279,2.358,3.3,68530000000000000000,8452000000000,5.5
plastic,0.676,279,1.598,3.3,46450000000000000000,5729000000000,4.0
plastic,0.538,30,2.456,3.3,663800000000000000000,81870000000000,5.4
plastic,0.35,30,2.303,3.3,622500000000000000000,76780000000000,4.5
plastic,0.303,30,2.325,3.3,628500000000000000000,77510000000000,5.5
plastic,0.498,30,2.324,3.3,628100000000000000000,77470000000000,4.0
plastic,0.292,30,2.326,3.3,628700000000000000000,77540000000000,3.8
plastic,0.776,30,2.407,3.3,650400000000000000000,80220000000000,6.2
plastic,0.944,279,2.3,3.3,66830000000000000000,8243000000000,5.5
plastic,0.55,30,2.372,3.3,641100000000000000000,79070000000000,6.7
polypropylene,0.3,500,155.52,4.168,1581000000000000000000,311000000000000,54.5
polystyrene,0.3,500,121.5,3.446,1807000000000000000000,243000000000000,72.0
polystyrene,0.5,500,126.36,5.153,840400000000000000000,252700000000000,59.0
plastic,0.714,279,1.547,3.3,44960000000000000000,5545000000000,4.5
