target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,3.0,180,10.9,9.7,56830000000000000000,60560000000000,16.0
copper,50.0,11500,753.0,29.8,6511000000000000000,65480000000000,36.0
gold,4.0,2280,46.737,2.87,219700000000000000000,20500000000000,17.6
gold,4.0,475,97.929,3.385,1588000000000000000000,206200000000000,41.5
gold,1.0,500,155.277,2.215,5589000000000000000000,310600000000000,45.0
gold,4.0,10400,95.742,4.274,44500000000000000000,9206000000000,13.2
plastic,0.545,30,2.355,3.3,636600000000000000000,78510000000000,3.8
plastic,0.58,80,2.396,3.3,242800000000000000000,29950000000000,4.7
plastic,0.702,187,1.525,3.3,66140000000000000000,8157000000000,5.5
plastic,0.629,30,2.327,3.3,628900000000000000000,77570000000000,6.2
plastic,0.599,30,2.305,3.3,622900000000000000000,76830000000000,8.0
plastic,0.625,80,2.461,3.3,249400000000000000000,30760000000000,6.8
plastic,0.76,279,2.322,3.3,67480000000000000000,8322000000000,4.5
plastic,0.756,30,2.335,3.3,631100000000000000000,77840000000000,4.5
plastic,0.605,30,2.34,3.3,632500000000000000000,78010000000000,4.0
plastic,1.111,30,2.329,3.3,629400000000000000000,77630000000000,6.8
plastic,0.265,30,1.52,3.3,410700000000000000000,50660000000000,4.0
plastic,0.291,30,2.299,3.3,621200000000000000000,76620000000000,3.8
plastic,0.395,30,2.352,3.3,635600000000000000000,78390000000000,4.8
plastic,0.305,30,2.354,3.3,636100000000000000000,78460000000000,4.8
plastic,0.28,80,2.443,3.3,247600000000000000000,30540000000000,4.3
plastic,0.592,279,2.439,3.3,70870000000000000000,8740000000000,6.2
plastic,0.13,30,2.336,3.3,631300000000000000000,77860000000000,4.8
plastic,0.901,279,2.341,3.3,68030000000000000000,8390000000000,5.4
plastic,0.264,279,1.553,3.3,45120000000000000000,5565000000000,4.4
plastic,0.256,30,2.294,3.3,620000000000000000000,76460000000000,5.5
plastic,0.266,30,2.298,3.3,621100000000000000000,76600000000000,3.8
plastic,0.709,279,2.312,3.3,67200000000000000000,8288000000000,4.5
plastic,0.863,279,2.319,3.3,67410000000000000000,8313000000000,5.5
plastic,0.275,30,2.326,3.3,628600000000000000000,77520000000000,5.5
plastic,0.125,30,2.352,3.3,635800000000000000000,78410000000000,3.8
plastic,0.503,279,1.559,3.3,45310000000000000000,5588000000000,4.3
plastic,0.631,30,2.434,3.3,657900000000000000000,81140000000000,5.5
plastic,0.741,279,2.38,3.3,69160000000000000000,8530000000000,4.8
plastic,0.294,30,2.319,3.3,626600000000000000000,77280000000000,4.4
plastic,0.609,279,1.534,3.3,44580000000000000000,5498000000000,3.5
plastic,0.555,30,2.384,3.3,644300000000000000000,79460000000000,3.7
plastic,0.792,30,2.409,3.3,651100000000000000000,80300000000000,6.2
plastic,0.64,30,2.369,3.3,640300000000000000000,78970000000000,6.2
plastic,0.288,30,2.303,3.3,622500000000000000000,76770000000000,3.8
plastic,0.632,30,2.433,3.3,657600000000000000000,81110000000000,4.0
plastic,0.456,463,2.388,3.3,41810000000000000000,5157000000000,3.8
plastic,0.99,279,2.35,3.3,68290000000000000000,8422000000000,6.8
plastic,0.257,30,1.571,3.3,424500000000000000000,52360000000000,4.0
plastic,0.275,30,2.305,3.3,623000000000000000000,76840000000000,4.4
plastic,0.733,30,2.421,3.3,654200000000000000000,80690000000000,4.5
plastic,0.735,30,2.392,3.3,646400000000000000000,79720000000000,4.5
plastic,0.264,30,2.312,3.3,624800000000000000000,77060000000000,3.8
plastic,0.726,30,2.424,3.3,655000000000000000000,80780000000000,6.8
plastic,0.873,80,2.307,3.3,233800000000000000000,28840000000000,6.2
plastic,0.548,30,2.367,3.3,639600000000000000000,78890000000000,4.5
plastic,0.781,30,2.399,3.3,648300000000000000000,79950000000000,5.5
plastic,1.092,279,2.336,3.3,67900000000000000000,8374000000000,5.5
plastic,0.913,279,2.358,3.3,68530000000000000000,8452000000000,5.4
plastic,0.261,30,2.348,3.3,634700000000000000000,78280000000000,4.4
plastic,0.991,463,2.372,3.3,41540000000000000000,5123000000000,4.5
plastic,0.862,142,2.365,3.3,135100000000000000000,16660000000000,4.0
plastic,0.496,279,1.53,3.3,44460000000000000000,5483000000000,4.5
plastic,0.779,279,2.349,3.3,68280000000000000000,8421000000000,5.5
plastic,0.63,30,2.314,3.3,625400000000000000000,77130000000000,6.2
plastic,0.583,30,2.344,3.3,633500000000000000000,78140000000000,4.5
plastic,0.257,30,1.519,3.3,410700000000000000000,50650000000000,4.0
plastic,0.56,30,2.371,3.3,640800000000000000000,79030000000000,5.4
plastic,0.258,30,2.317,3.3,626300000000000000000,77250000000000,4.8
plastic,0.649,30,2.383,3.3,644000000000000000000,79420000000000,6.8
plastic,0.261,30,2.365,3.3,639100000000000000000,78820000000000,4.4
plastic,0.905,279,2.362,3.3,68660000000000000000,8467000000000,4.8
plastic,0.595,80,2.428,3.3,246100000000000000000,30350000000000,6.2
plastic,0.549,30,2.328,3.3,629200000000000000000,77600000000000,4.8
plastic,0.779,30,2.353,3.3,635900000000000000000,78430000000000,5.3
plastic,0.269,30,2.325,3.3,628500000000000000000,77510000000000,4.0
polypropylene,0.3,500,155.52,4.168,1581000000000000000000,311000000000000,54.5
polystyrene,0.3,500,121.5,3.446,1807000000000000000000,243000000000000,72.0
polystyrene,0.5,500,126.36,5.153,840400000000000000000,252700000000000,59.0
plastic,0.561,30,2.387,3.3,645200000000000000000,79580000000000,4.8
