target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,5.0,6000,1000.0,60.0,4088000000000000000,166700000000000,33.0
aluminium,6.0,45,10.0,2.5,3140000000000000000000,222200000000000,28.0
gold,4.0,475,25.11,3.342,417900000000000000000,52860000000000,18.2
gold,4.0,2280,86.751,4.164,193700000000000000000,38050000000000,20.4
gold,4.0,475,112.185,2.863,2545000000000000000000,236200000000000,38.9
gold,10.0,500,134.298,2.508,3771000000000000000000,268600000000000,36.0
gold,4.0,12800,70.47,3.772,34160000000000000000,5505000000000,12.7
gold,4.0,950,65.043,2.696,831800000000000000000,68470000000000,30.2
gold,1.1,500,28.512,2.448,840400000000000000000,57020000000000,29.7
gold,4.0,4568,40.662,2.902,93360000000000000000,8901000000000,16.0
gold,1.0,500,155.277,2.789,3525000000000000000000,310600000000000,59.6
gold,4.0,7500,68.364,3.284,74640000000000000000,9115000000000,13.2
gold,4.0,475,47.142,3.745,624800000000000000000,99250000000000,8.2
gold,4.0,475,19.521,2.429,615000000000000000000,41100000000000,12.0
gold,4.0,475,27.945,2.915,611500000000000000000,58830000000000,18.2
gold,10.0,320,30.0,6.0,229900000000000000000,93750000000000,20.0
plastic,0.298,30,1.513,3.3,408900000000000000000,50420000000000,4.4
plastic,0.57,279,1.58,3.3,45920000000000000000,5663000000000,4.5
plastic,0.784,30,2.345,3.3,633800000000000000000,78160000000000,6.2
plastic,0.81,30,2.453,3.3,663100000000000000000,81780000000000,6.2
plastic,0.713,279,2.357,3.3,68500000000000000000,8448000000000,4.4
plastic,0.13,30,2.342,3.3,633100000000000000000,78080000000000,4.8
plastic,0.574,279,1.603,3.3,46580000000000000000,5745000000000,4.0
plastic,0.3,30,2.29,3.3,618900000000000000000,76330000000000,4.8
plastic,0.256,30,2.362,3.3,638300000000000000000,78720000000000,5.5
plastic,0.257,80,2.362,3.3,239400000000000000000,29520000000000,6.8
plastic,0.61,279,1.554,3.3,45170000000000000000,5571000000000,4.8
plastic,0.659,279,2.348,3.3,68250000000000000000,8417000000000,4.4
plastic,0.556,30,2.459,3.3,664500000000000000000,81960000000000,0.0
plastic,0.54,30,2.338,3.3,631800000000000000000,77930000000000,4.0
plastic,0.505,30,2.441,3.3,659800000000000000000,81370000000000,6.8
plastic,0.623,30,2.376,3.3,642300000000000000000,79220000000000,3.8
plastic,0.579,30,2.398,3.3,648100000000000000000,79930000000000,4.8
plastic,0.561,30,2.399,3.3,648300000000000000000,79960000000000,5.4
plastic,0.54,30,2.338,3.3,631900000000000000000,77930000000000,4.8
plastic,0.29,30,2.273,3.3,614400000000000000000,75770000000000,6.0
plastic,0.691,279,1.582,3.3,45970000000000000000,5669000000000,4.0
plastic,0.256,30,2.287,3.3,618100000000000000000,76230000000000,4.8
plastic,0.677,187,2.413,3.3,104600000000000000000,12900000000000,4.0
plastic,0.256,30,2.301,3.3,622000000000000000000,76710000000000,4.0
plastic,0.503,279,1.564,3.3,45450000000000000000,5605000000000,4.0
plastic,0.588,187,2.415,3.3,104700000000000000000,12910000000000,6.8
plastic,0.256,279,1.583,3.3,46000000000000000000,5673000000000,4.0
plastic,0.283,30,2.358,3.3,637300000000000000000,78600000000000,4.8
plastic,0.253,30,1.523,3.3,411500000000000000000,50760000000000,4.5
plastic,0.617,30,2.371,3.3,640800000000000000000,79030000000000,6.2
plastic,0.59,30,2.439,3.3,659300000000000000000,81310000000000,6.8
plastic,0.284,30,2.318,3.3,626400000000000000000,77250000000000,4.0
plastic,0.597,279,1.567,3.3,45540000000000000000,5617000000000,4.5
plastic,0.516,30,2.326,3.3,628600000000000000000,77520000000000,3.8
plastic,0.989,279,2.343,3.3,68080000000000000000,8397000000000,6.2
plastic,0.633,30,2.353,3.3,636000000000000000000,78440000000000,6.2
plastic,0.479,30,2.339,3.3,632100000000000000000,77960000000000,4.0
plastic,0.724,30,2.422,3.3,654600000000000000000,80730000000000,8.0
plastic,0.751,30,2.468,3.3,667200000000000000000,82280000000000,8.0
plastic,0.767,30,2.44,3.3,659500000000000000000,81330000000000,6.8
plastic,0.854,279,2.33,3.3,67710000000000000000,8351000000000,4.8
plastic,0.557,30,2.322,3.3,627700000000000000000,77410000000000,4.8
plastic,0.13,30,2.348,3.3,634600000000000000000,78270000000000,4.5
plastic,0.289,30,2.304,3.3,622800000000000000000,76810000000000,4.5
plastic,0.766,30,2.442,3.3,660100000000000000000,81420000000000,6.3
plastic,0.763,30,2.46,3.3,664800000000000000000,81990000000000,5.4
plastic,0.587,279,1.533,3.3,44550000000000000000,5495000000000,6.2
plastic,0.58,463,2.431,3.3,42570000000000000000,5250000000000,4.8
plastic,0.817,30,2.397,3.3,648000000000000000000,79920000000000,6.8
plastic,0.643,30,2.392,3.3,646600000000000000000,79750000000000,5.4
plastic,1.063,279,2.358,3.3,68520000000000000000,8451000000000,5.5
plastic,0.27,30,2.324,3.3,628000000000000000000,77450000000000,4.4
plastic,0.749,279,2.365,3.3,68730000000000000000,8477000000000,4.5
plastic,0.773,30,2.383,3.3,644000000000000000000,79420000000000,6.8
plastic,0.769,30,2.418,3.3,653600000000000000000,80600000000000,5.2
plastic,0.81,30,2.399,3.3,648400000000000000000,79970000000000,6.1
plastic,0.514,279,1.574,3.3,45740000000000000000,5641000000000,3.8
plastic,0.338,30,2.284,3.3,617200000000000000000,76120000000000,4.0
plastic,0.865,279,2.337,3.3,67920000000000000000,8377000000000,0.0
plastic,1.051,279,2.289,3.3,66520000000000000000,8204000000000,6.0
plastic,0.57,30,2.409,3.3,651100000000000000000,80300000000000,4.3
plastic,0.603,463,2.39,3.3,41850000000000000000,5161000000000,5.5
plastic,0.528,279,1.553,3.3,45130000000000000000,5566000000000,4.5
plastic,0.775,30,2.432,3.3,657300000000000000000,81060000000000,4.6
plastic,0.637,30,2.357,3.3,637000000000000000000,78570000000000,0.0
plastic,0.44,463,2.371,3.3,41530000000000000000,5121000000000,4.4
plastic,0.795,279,2.374,3.3,69000000000000000000,8509000000000,4.8
plastic,0.494,279,1.554,3.3,45150000000000000000,5568000000000,4.4
plastic,1.02,80,2.341,3.3,237300000000000000000,29260000000000,6.8
plastic,0.288,30,2.319,3.3,626800000000000000000,77300000000000,4.5
plastic,0.602,80,2.362,3.3,239400000000000000000,29530000000000,4.8
plastic,0.278,30,2.295,3.3,620400000000000000000,76510000000000,4.0
plastic,0.261,30,2.326,3.3,628800000000000000000,77550000000000,4.8
plastic,0.271,30,1.49,3.3,402600000000000000000,49660000000000,4.0
plastic,0.532,30,2.347,3.3,634300000000000000000,78230000000000,6.0
plastic,0.265,30,2.262,3.3,611400000000000000000,75410000000000,4.0
plastic,0.453,30,2.295,3.3,620400000000000000000,76510000000000,4.0
plastic,0.677,30,2.313,3.3,625200000000000000000,77110000000000,3.8
plastic,0.254,30,1.516,3.3,409800000000000000000,50540000000000,4.0
plastic,0.574,30,2.349,3.3,634700000000000000000,78280000000000,7.0
plastic,0.266,30,1.517,3.3,409900000000000000000,50550000000000,4.5
plastic,0.762,279,2.371,3.3,68910000000000000000,8498000000000,5.5
plastic,0.635,80,1.55,3.3,157100000000000000000,19370000000000,4.5
plastic,0.675,279,1.548,3.3,44990000000000000000,5549000000000,6.2
plastic,0.769,30,2.4,3.3,648700000000000000000,80010000000000,4.0
plastic,1.041,279,2.318,3.3,67380000000000000000,8310000000000,4.0
plastic,0.723,30,2.363,3.3,638800000000000000000,78780000000000,5.5
plastic,0.528,30,2.344,3.3,633500000000000000000,78130000000000,4.8
plastic,0.768,30,2.447,3.3,661500000000000000000,81580000000000,6.2
plastic,0.537,30,2.427,3.3,656100000000000000000,80910000000000,3.3
plastic,0.787,30,2.431,3.3,657100000000000000000,81040000000000,6.2
plastic,0.282,30,2.329,3.3,629500000000000000000,77630000000000,4.0
plastic,0.741,279,2.352,3.3,68340000000000000000,8428000000000,4.0
plastic,0.28,30,2.304,3.3,622600000000000000000,76790000000000,4.5
plastic,0.739,30,2.369,3.3,640400000000000000000,78980000000000,4.4
plastic,0.478,279,1.57,3.3,45630000000000000000,5628000000000,4.8
plastic,0.286,30,2.297,3.3,620900000000000000000,76580000000000,4.0
plastic,0.259,30,1.509,3.3,407800000000000000000,50290000000000,4.5
plastic,0.566,279,2.424,3.3,70430000000000000000,8687000000000,5.5
plastic,0.449,80,2.384,3.3,241600000000000000000,29790000000000,5.5
plastic,0.562,279,1.584,3.3,46040000000000000000,5678000000000,4.0
plastic,0.602,30,2.383,3.3,644000000000000000000,79420000000000,4.4
plastic,0.292,30,2.308,3.3,623700000000000000000,76920000000000,4.8
plastic,0.29,30,2.307,3.3,623600000000000000000,76910000000000,4.3
plastic,0.545,30,2.448,3.3,661700000000000000000,81610000000000,6.1
plastic,0.593,30,2.304,3.3,622800000000000000000,76810000000000,6.8
plastic,0.794,30,2.397,3.3,648000000000000000000,79910000000000,4.8
plastic,0.646,30,2.458,3.3,664400000000000000000,81940000000000,6.1
plastic,0.682,187,2.398,3.3,104000000000000000000,12820000000000,4.3
plastic,0.86,30,1.483,3.3,400900000000000000000,49440000000000,6.0
plastic,0.547,30,2.297,3.3,620800000000000000000,76570000000000,4.5
plastic,0.664,30,2.317,3.3,626300000000000000000,77250000000000,0.0
plastic,0.559,279,1.549,3.3,45020000000000000000,5552000000000,4.3
plastic,0.503,30,2.334,3.3,630900000000000000000,77810000000000,4.5
plastic,1.07,30,2.356,3.3,636700000000000000000,78530000000000,6.2
plastic,1.058,279,2.399,3.3,69720000000000000000,8599000000000,5.5
plastic,1.102,30,2.341,3.3,632700000000000000000,78030000000000,6.8
plastic,0.279,30,2.308,3.3,623900000000000000000,76950000000000,4.8
plastic,0.279,30,2.257,3.3,610000000000000000000,75240000000000,4.0
plastic,0.288,30,2.337,3.3,631700000000000000000,77910000000000,4.5
plastic,0.949,80,2.339,3.3,237100000000000000000,29240000000000,5.8
plastic,0.937,142,2.321,3.3,132500000000000000000,16340000000000,6.2
plastic,0.581,463,2.403,3.3,42080000000000000000,5190000000000,4.2
plastic,0.704,30,2.278,3.3,615700000000000000000,75940000000000,9.0
plastic,0.832,279,2.329,3.3,67670000000000000000,8346000000000,4.8
plastic,1.111,187,2.314,3.3,100300000000000000000,12370000000000,4.4
plastic,0.774,30,2.415,3.3,652600000000000000000,80480000000000,5.5
plastic,0.591,279,1.581,3.3,45940000000000000000,5666000000000,4.0
plastic,0.267,30,1.527,3.3,412800000000000000000,50910000000000,5.5
plastic,0.265,30,1.522,3.3,411300000000000000000,50720000000000,4.5
plastic,0.833,279,2.373,3.3,68970000000000000000,8507000000000,4.8
plastic,0.647,463,2.386,3.3,41780000000000000000,5152000000000,6.2
plastic,0.432,80,2.394,3.3,242700000000000000000,29930000000000,4.5
plastic,0.27,30,2.265,3.3,612200000000000000000,75500000000000,4.0
plastic,0.749,279,2.342,3.3,68070000000000000000,8395000000000,4.0
plastic,0.815,30,2.302,3.3,622200000000000000000,76730000000000,6.2
plastic,0.545,30,2.377,3.3,642500000000000000000,79230000000000,4.0
plastic,0.527,30,2.351,3.3,635600000000000000000,78380000000000,3.4
plastic,0.634,30,2.378,3.3,642800000000000000000,79280000000000,4.5
plastic,0.497,279,1.527,3.3,44380000000000000000,5474000000000,4.3
plastic,0.793,279,2.3,3.3,66830000000000000000,8242000000000,4.0
plastic,0.657,30,2.361,3.3,638000000000000000000,78680000000000,6.2
plastic,0.626,279,1.609,3.3,46760000000000000000,5767000000000,4.0
plastic,0.3,30,2.343,3.3,633400000000000000000,78120000000000,6.2
plastic,0.583,30,2.412,3.3,651900000000000000000,80400000000000,6.3
plastic,0.563,30,2.345,3.3,633800000000000000000,78170000000000,3.8
plastic,0.562,30,2.393,3.3,646700000000000000000,79760000000000,0.0
plastic,0.588,30,2.42,3.3,654000000000000000000,80650000000000,8.0
plastic,0.569,30,2.341,3.3,632600000000000000000,78020000000000,6.8
plastic,0.274,30,1.535,3.3,415000000000000000000,51180000000000,4.8
plastic,0.578,30,1.586,3.3,428500000000000000000,52850000000000,4.8
plastic,0.425,30,2.415,3.3,652700000000000000000,80500000000000,4.8
plastic,0.936,187,2.354,3.3,102100000000000000000,12590000000000,6.8
