target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
aluminium,5.0,3000,500.0,60.0,4088000000000000000,166700000000000,29.0
gold,4.0,475,118.098,2.53,3429000000000000000000,248600000000000,41.6
gold,4.0,475,25.11,3.342,417900000000000000000,52860000000000,18.2
gold,4.0,3424,53.055,4.442,69350000000000000000,15500000000000,14.8
gold,4.0,1600,92.745,3.975,323900000000000000000,57970000000000,33.7
plastic,0.28,30,2.298,3.3,621100000000000000000,76600000000000,4.8
plastic,0.13,30,2.336,3.3,631300000000000000000,77860000000000,4.8
plastic,0.55,30,2.419,3.3,653900000000000000000,80640000000000,6.2
plastic,0.556,30,2.409,3.3,651200000000000000000,80310000000000,4.8
plastic,0.835,279,2.358,3.3,68530000000000000000,8452000000000,5.5
plastic,0.519,30,2.389,3.3,645700000000000000000,79630000000000,5.5
plastic,0.869,279,2.342,3.3,68060000000000000000,8394000000000,6.8
plastic,0.646,30,2.458,3.3,664400000000000000000,81940000000000,6.1
plastic,0.742,30,2.409,3.3,651000000000000000000,80290000000000,6.8
plastic,0.27,30,2.265,3.3,612200000000000000000,75500000000000,4.0
plastic,0.503,30,2.331,3.3,630000000000000000000,77700000000000,4.0
plastic,0.886,279,2.351,3.3,68320000000000000000,8426000000000,5.5
plastic,0.631,30,2.434,3.3,657900000000000000000,81140000000000,5.5
plastic,0.733,30,2.421,3.3,654200000000000000000,80690000000000,4.5
plastic,0.567,463,2.372,3.3,41550000000000000000,5124000000000,4.5
plastic,0.66,279,2.324,3.3,67530000000000000000,8328000000000,3.8
plastic,0.288,30,2.303,3.3,622500000000000000000,76770000000000,3.8
plastic,0.256,30,2.322,3.3,627600000000000000000,77410000000000,4.5
plastic,0.749,279,2.296,3.3,66730000000000000000,8230000000000,4.5
plastic,0.294,30,2.314,3.3,625300000000000000000,77120000000000,4.4
plastic,0.898,142,2.357,3.3,134600000000000000000,16600000000000,4.0
plastic,0.817,279,2.363,3.3,68670000000000000000,8469000000000,5.5
plastic,0.272,30,2.323,3.3,627900000000000000000,77440000000000,4.8
plastic,0.256,30,2.362,3.3,638300000000000000000,78720000000000,5.5
plastic,0.765,30,2.419,3.3,653800000000000000000,80640000000000,6.8
plastic,0.917,279,2.327,3.3,67640000000000000000,8342000000000,5.0
plastic,0.647,463,2.386,3.3,41780000000000000000,5152000000000,6.2
plastic,0.58,463,2.431,3.3,42570000000000000000,5250000000000,4.8
plastic,0.56,30,2.371,3.3,640800000000000000000,79030000000000,5.4
plastic,0.561,80,2.4,3.3,243300000000000000000,30000000000000,4.0
plastic,0.59,30,2.439,3.3,659300000000000000000,81310000000000,6.8
plastic,0.662,30,2.333,3.3,630500000000000000000,77760000000000,6.2
plastic,0.581,30,2.456,3.3,663900000000000000000,81870000000000,7.8
plastic,0.575,187,2.386,3.3,103400000000000000000,12760000000000,4.4
plastic,0.356,463,2.426,3.3,42490000000000000000,5241000000000,4.4
plastic,0.278,30,2.295,3.3,620400000000000000000,76510000000000,4.0
plastic,0.502,80,2.402,3.3,243500000000000000000,30030000000000,4.0
plastic,0.611,30,2.427,3.3,655800000000000000000,80890000000000,6.8
plastic,0.447,30,2.419,3.3,653800000000000000000,80630000000000,3.6
plastic,0.581,30,2.439,3.3,659300000000000000000,81310000000000,7.0
plastic,0.989,279,2.343,3.3,68080000000000000000,8397000000000,6.2
plastic,0.562,279,2.391,3.3,69490000000000000000,8571000000000,6.2
plastic,0.515,30,2.337,3.3,631600000000000000000,77900000000000,3.8
plastic,0.432,80,2.394,3.3,242700000000000000000,29930000000000,4.5
plastic,0.547,30,2.423,3.3,654900000000000000000,80770000000000,5.5
plastic,0.768,30,2.499,3.3,675400000000000000000,83300000000000,6.0
plastic,0.617,30,2.452,3.3,662800000000000000000,81740000000000,6.8
plastic,0.57,30,2.409,3.3,651100000000000000000,80300000000000,4.3
plastic,0.267,30,2.295,3.3,620200000000000000000,76480000000000,3.8
plastic,0.695,279,2.362,3.3,68640000000000000000,8466000000000,5.0
plastic,0.637,30,2.434,3.3,657900000000000000000,81140000000000,6.2
plastic,0.828,30,2.447,3.3,661300000000000000000,81560000000000,6.2
plastic,0.676,187,2.38,3.3,103200000000000000000,12730000000000,4.0
plastic,0.515,30,2.414,3.3,652300000000000000000,80450000000000,6.8
plastic,0.538,30,2.366,3.3,639600000000000000000,78880000000000,4.0
plastic,0.601,187,2.445,3.3,106000000000000000000,13070000000000,6.8
plastic,0.766,30,2.373,3.3,641300000000000000000,79090000000000,5.5
plastic,0.258,30,2.298,3.3,621000000000000000000,76580000000000,5.5
plastic,0.611,187,2.388,3.3,103500000000000000000,12770000000000,6.8
plastic,0.273,30,2.304,3.3,622700000000000000000,76800000000000,4.8
plastic,0.76,279,2.353,3.3,68400000000000000000,8435000000000,4.4
plastic,0.569,30,2.408,3.3,650800000000000000000,80260000000000,4.3
plastic,0.61,30,2.425,3.3,655400000000000000000,80830000000000,3.4
plastic,0.829,279,2.339,3.3,67990000000000000000,8385000000000,4.4
plastic,0.551,30,2.341,3.3,632700000000000000000,78030000000000,4.5
polystyrene,0.5,500,126.36,5.153,840400000000000000000,252700000000000,59.0
polystyrene,0.3,500,139.32,4.584,1171000000000000000000,278600000000000,67.3
plastic,0.647,463,2.408,3.3,42160000000000000000,5200000000000,6.2
plastic,0.595,279,1.559,3.3,45320000000000000000,5589000000000,3.6
plastic,0.554,30,2.412,3.3,651900000000000000000,80390000000000,4.8
